Volume,20_sma,rsi,macd,signal,hist,Close,targetNextClose,target
82337700,275.66599725000003,60.5077306177289,0.8057127613041644,-0.35627836424138576,1.1619911255455502,279.679993,280.200012,0.5200189999999907
47047600,275.93899835,61.86584158282072,0.9193236715525472,-0.10115795708259911,1.0204816286351464,280.200012,281.609985,1.4099729999999795
68026900,276.4694976,65.34566351307673,1.1103349240656257,0.14114061914704587,0.9691943049185798,281.609985,284.01001,2.400025000000028
78882900,277.0899978,70.31177769167311,1.438789211087908,0.4006703375352183,1.0381188735526896,284.01001,283.339996,-0.6700140000000374
57919500,277.7894973,67.40761546809829,1.6262803224462345,0.6457923345174216,0.980487987928813,283.339996,281.420013,-1.919983000000002
76768700,278.31599719999997,59.78688020948806,1.6014809216877097,0.8369300519514792,0.7645508697362305,281.420013,279.950012,-1.470000999999968
63742500,278.74949785,54.68896567612701,1.4465356598776111,0.9588511735367056,0.48768448634090555,279.950012,281.329987,1.3799750000000017
68570500,279.22299795,58.28494930649328,1.4187385384038862,1.0508286465101417,0.36790989189374446,281.329987,280.859985,-0.47000200000002224
53853300,279.7209975,56.63632401364165,1.3432991692902192,1.1093227510661572,0.233976418224062,280.859985,282.390015,1.5300300000000107
63426400,280.184999,60.54846391060815,1.3909396730411459,1.165646135461155,0.22529353757999093,282.390015,283.600006,1.2099910000000023
53935400,280.59399865,63.363410755296066,1.5089371882529008,1.234304346019504,0.2746328422333968,283.600006,284.640015,1.0400089999999977
39400900,280.9309997,65.63319746747992,1.6671531994501834,1.32087411670564,0.34627908274454344,284.640015,285.579987,0.9399720000000116
43196600,281.26499935,67.58772601477571,1.8470962372890654,1.426118540822325,0.42097769646674044,285.579987,285.459991,-0.11999600000001465
42114600,281.69499965000006,67.06337174249326,1.9574553895869258,1.532385910575245,0.4250694790116807,285.459991,285.070007,-0.38998400000002675
35717000,281.98000025,65.29052243050887,1.9905020942124452,1.6240091473026852,0.36649294690976,285.070007,283.160004,-1.9100029999999606
77076000,282.15850065,57.301003831884266,1.841344690779863,1.6674762559981207,0.1738684347817423,283.160004,282.100006,-1.0599980000000073
65732900,282.29650115,53.39588765315341,1.6189412471699143,1.6577692542324793,-0.03882800706256506,282.100006,283.899994,1.7999879999999848
43842000,282.4680008,58.560476244448864,1.5698328483624664,1.6401819730584768,-0.0703491246960104,283.899994,281.779999,-2.119995000000017
102925400,282.50400085,51.343622444131995,1.3443513638454192,1.5810158512158652,-0.236664487370446,281.779999,284.059998,2.279999000000032
69967900,282.70700075,57.42108633990504,1.33425209974979,1.5316631009226502,-0.19741100117286026,284.059998,285.059998,1.0
65618500,282.976001,59.79318275658417,1.3909064985380724,1.5035117804457347,-0.11260528190766239,285.059998,285.670013,0.6100149999999758
39807500,283.24950105,61.21273731828546,1.4681052269501151,1.4964304697466109,-0.02832524279649573,285.670013,286.339996,0.669983000000002
67272000,283.4860016,62.76756335707553,1.5653039546011769,1.510205166717524,0.055098787883652856,286.339996,286.170013,-0.169983000000002
