Date,Open,High,Low,Close,Adj Close,Volume
18/12/14,262.959991,264.029999,259.850006,260.470001,241.352722,116961100
18/12/17,259.399994,260.649994,253.529999,255.360001,236.617783,165492300
18/12/18,257.200012,257.950012,253.279999,255.080002,236.358337,134515100
18/12/19,255.169998,259.399994,249.350006,251.259995,232.818695,214992800
18/12/20,249.860001,251.619995,244.649994,247.169998,229.028931,252053400
18/12/21,246.740005,249.710007,239.979996,240.699997,224.336212,255345600
18/12/24,239.039993,240.839996,234.270004,234.339996,218.408569,147311600
18/12/26,235.970001,246.179993,233.759995,246.179993,229.44368,218485400
18/12/27,242.570007,248.289993,238.960007,248.070007,231.205185,186267300
18/12/28,249.580002,251.399994,246.449997,247.75,230.906921,153100200
18/12/31,249.559998,250.190002,247.470001,249.919998,232.929382,144299400
19/01/02,245.979996,251.210007,245.949997,250.179993,233.171707,126925200
19/01/03,248.229996,248.570007,243.669998,244.210007,227.607574,144140700
19/01/04,247.589996,253.110001,247.169998,252.389999,235.231461,142628800
19/01/07,252.690002,255.949997,251.690002,254.380005,237.086212,103139100
19/01/08,256.820007,257.309998,254,256.769989,239.313705,102512600
19/01/09,257.559998,258.910004,256.190002,257.970001,240.432129,95006600
19/01/10,256.26001,259.160004,255.5,258.880005,241.280273,96823900
19/01/11,257.679993,259.01001,257.029999,258.980011,241.373459,73858100
19/01/14,256.859985,258.299988,256.410004,257.399994,239.900864,70908200
19/01/15,257.820007,260.700012,257.809998,260.350006,242.650314,85208300
19/01/16,260.829987,261.970001,260.600006,260.980011,243.237518,77636700
19/01/17,260.01001,263.920013,259.959991,262.959991,245.082886,96118400
19/01/18,264.980011,266.980011,263,266.459991,248.34491,127900300
19/01/22,264.820007,265.059998,261.059998,262.859985,244.98967,115531200
19/01/23,264.01001,264.790009,260.660004,263.410004,245.502304,86030300
19/01/24,263.209991,264.200012,262.079987,263.549988,245.632751,59204100
19/01/25,265.609985,266.700012,263.660004,265.779999,247.711197,96883400
19/01/28,263.390015,263.829987,261.790009,263.76001,245.828461,85613700
19/01/29,263.920013,264.549988,262.480011,263.410004,245.502304,66136300
19/01/30,265.100006,268.519989,264.25,267.579987,249.388824,92473700
19/01/31,267.51001,270.470001,267.269989,269.929993,251.57901,104012100
19/02/01,270.149994,271.200012,269.179993,270.059998,251.70015,85782500
19/02/04,270.109985,272.029999,269.359985,271.959991,253.471085,60744800
19/02/05,272.440002,273.440002,271.880005,273.100006,254.533508,79552800
19/02/06,272.790009,273.339996,271.920013,272.73999,254.197968,58347800
19/02/07,270.940002,271.549988,268.290009,270.140015,251.77478,95482000
19/02/08,268.75,270.579987,267.829987,270.470001,252.082291,75788900
19/02/11,271.200012,271.48999,270.029999,270.619995,252.222168,68021400
19/02/12,272.420013,274.519989,272.339996,274.100006,255.465561,72270200
19/02/13,275.029999,275.929993,274.559998,274.98999,256.295074,65277200
19/02/14,273.779999,275.640015,272.869995,274.380005,255.726456,83234400
19/02/15,276.359985,277.410004,276.130005,277.369995,258.513184,97088700
19/02/19,276.480011,278.579987,276.470001,277.850006,258.960632,59120800
19/02/20,277.809998,278.920013,277.25,278.410004,259.482513,76610800
19/02/21,277.700012,278.100006,276.350006,277.420013,258.559875,64214700
19/02/22,278.109985,279.359985,277.399994,279.140015,260.162933,78114600
19/02/25,280.730011,281.309998,279.429993,279.519989,260.517059,69030700
19/02/26,279.130005,280.299988,278.899994,279.320007,260.330627,56844100
19/02/27,278.519989,279.589996,277.480011,279.200012,260.218842,56921600
19/02/28,278.959991,279.450012,278.320007,278.679993,259.7341,69268300
19/03/01,280.440002,280.880005,278.820007,280.420013,261.355927,78880500
19/03/04,281.600006,281.869995,276.839996,279.399994,260.405273,106494600
19/03/05,279.540009,279.76001,278.410004,279.019989,260.051056,59114600
19/03/06,279.149994,279.160004,276.970001,277.329987,258.475922,75039800
19/03/07,276.829987,276.98999,274.070007,275.01001,256.31369,94885100
19/03/08,272.940002,274.649994,272.420013,274.459991,255.801147,85795800
19/03/11,275.26001,278.619995,275.230011,278.440002,259.510437,65098900
19/03/12,279.059998,280.070007,278.850006,279.48999,260.489075,79667500
19/03/13,280.480011,282.380005,280.299988,281.339996,262.213287,80639200
19/03/14,281.369995,281.839996,280.670013,281.160004,262.045532,67518400
19/03/15,280.540009,282.209991,280.329987,281.309998,263.34021,81309000
19/03/18,281.549988,282.660004,281.299988,282.329987,264.295074,62199800
19/03/19,283.51001,284.359985,281.410004,282.399994,264.360565,90268100
19/03/20,282.160004,283.5,280.320007,281.549988,263.56488,84609200
19/03/21,280.640015,285.179993,280.589996,284.730011,266.541656,79550400
19/03/22,283.220001,283.799988,279.179993,279.25,261.411835,122659300
19/03/25,278.869995,280.190002,277.640015,279.040009,261.215271,85575200
19/03/26,280.98999,282.179993,279.559998,281.119995,263.162354,68125900
19/03/27,281.109985,281.76001,277.929993,279.649994,261.786285,72224700
19/03/28,280.350006,281.209991,279.070007,280.709991,262.778595,56238500
19/03/29,282.390015,282.839996,281.140015,282.480011,264.435516,82186800
19/04/01,284.700012,286.160004,284.399994,285.829987,267.571472,77617900
19/04/02,286.040009,286.230011,285.089996,285.970001,267.702515,40070400
19/04/03,287.320007,287.76001,285.75,286.420013,268.12384,68243200
19/04/04,286.779999,287.459991,286.01001,287.179993,268.835297,48997500
19/04/05,287.920013,288.630005,287.600006,288.570007,270.136475,58621700
19/04/08,288.100006,288.910004,287.369995,288.790009,270.342438,53566300
19/04/09,287.720001,288.079987,286.700012,287.309998,268.95694,66142300
19/04/10,287.769989,288.390015,287.309998,288.290009,269.874359,52601500
19/04/11,288.829987,288.839996,287.579987,288.209991,269.799438,55093100
19/04/12,290,290.470001,288.26001,290.160004,271.624908,69727800
19/04/15,290.23999,290.350006,289.079987,289.970001,271.447021,49596700
19/04/16,290.950012,291.01001,289.5,290.160004,271.624908,52153200
19/04/17,291.399994,291.429993,288.98999,289.450012,270.960236,58268300
19/04/18,290.100006,290.320007,288.660004,290.019989,271.493866,68708500
19/04/22,289.170013,290.440002,289.070007,290.269989,271.727814,40160100
19/04/23,290.679993,293.140015,290.420013,292.880005,274.171112,52246600
19/04/24,292.790009,293.160004,292.070007,292.230011,273.562683,50392900
19/04/25,292.119995,292.779999,290.730011,292.049988,273.394226,57770900
19/04/26,292.100006,293.48999,291.23999,293.410004,274.667236,50916400
19/04/29,293.51001,294.450012,293.410004,293.869995,275.097931,57197700
19/04/30,293.48999,294.339996,291.920013,294.019989,275.238281,81111700
19/05/01,294.720001,294.950012,291.799988,291.809998,273.169525,71671900
19/05/02,291.679993,292.700012,289.519989,291.179993,272.579742,65030200
19/05/03,292.820007,294.339996,291.299988,294.029999,275.247681,56543700
19/05/06,289.25,293.309998,288.899994,292.820007,274.11499,107198100
19/05/07,290.149994,290.809998,285.809998,287.929993,269.537292,144729900
19/05/08,287.529999,289.429993,286.869995,287.529999,269.162903,91568300
19/05/09,285.230011,287.329987,283.299988,286.660004,268.348541,103471100
19/05/10,285.619995,288.940002,282.299988,288.100006,269.696533,112429300
19/05/13,282.420013,283.48999,279.929993,280.859985,262.918976,127290500
19/05/14,281.98999,285.100006,281.850006,283.399994,265.296722,77003200
19/05/15,281.589996,285.769989,281.359985,285.059998,266.850739,73956400
19/05/16,285.839996,289.209991,285.76001,287.700012,269.322083,76749600
19/05/17,285.140015,288.600006,285.119995,285.839996,267.580872,100353000
19/05/20,284.059998,285.959991,283.119995,283.950012,265.811646,62877600
19/05/21,285.829987,286.929993,285.549988,286.51001,268.20813,46847100
19/05/22,285.450012,286.690002,285.100006,285.630005,267.384247,49482500
19/05/23,283.160004,283.209991,280.570007,282.140015,264.117249,98733800
19/05/24,283.73999,284.200012,282.089996,282.779999,264.716309,55268100
19/05/28,283.089996,284.149994,280.130005,280.149994,262.254364,70029400
19/05/29,278.910004,279.359985,276.709991,278.269989,260.494415,104972900
19/05/30,279.109985,280.040009,277.809998,279.029999,261.205902,62523800
19/05/31,276.200012,277.119995,275.23999,275.269989,257.686005,86862800
19/06/03,275.309998,276.549988,273.089996,274.570007,257.030731,96428000
19/06/04,277.119995,280.679993,276.619995,280.529999,262.610077,77231900
19/06/05,282.329987,282.98999,280.320007,282.959991,264.884827,71169700
19/06/06,283.290009,285.549988,282.570007,284.799988,266.607239,69430400
19/06/07,285.929993,288.850006,285.73999,287.649994,269.275238,74272200
19/06/10,289.369995,290.820007,288.869995,288.970001,270.510925,60799100
19/06/11,290.98999,291.399994,288.179993,288.899994,270.445374,58641300
19/06/12,288.640015,289.26001,287.820007,288.390015,269.967957,47096300
19/06/13,289.399994,289.980011,288.619995,289.579987,271.081909,48945200
19/06/14,289.26001,289.929993,288.410004,289.26001,270.782379,52324700
19/06/17,289.519989,290.220001,289.179993,289.369995,270.885345,39205700
19/06/18,291.390015,293.570007,290.98999,292.399994,273.721771,85434800
19/06/19,292.549988,293.649994,291.470001,293.059998,274.33963,78674400
19/06/20,296.040009,296.309998,293.130005,295.859985,276.960846,116570000
19/06/21,294.130005,295.519989,293.76001,294,276.558197,83309500
19/06/24,294.230011,294.579987,293.470001,293.640015,276.219574,47582700
19/06/25,293.700012,293.730011,290.640015,290.76001,273.510345,82028700
19/06/26,291.75,292.309998,290.350006,290.470001,273.23761,51584900
19/06/27,291.309998,292.059998,290.890015,291.5,274.206543,40355200
19/06/28,292.579987,293.549988,292.01001,293,275.617523,59350900
19/07/01,296.679993,296.920013,294.329987,295.660004,278.119751,78705600
19/07/02,295.609985,296.48999,294.679993,296.429993,278.844055,61504500
19/07/03,297.179993,298.820007,297.019989,298.799988,281.073456,40898900
19/07/05,297.440002,298.640015,296.01001,298.459991,280.75354,51677300
19/07/08,297.01001,298.26001,296.220001,296.820007,279.210876,45841800
19/07/09,295.540009,297.519989,295.480011,297.190002,279.55896,41101300
19/07/10,298.369995,299.660004,297.779999,298.609985,280.894684,58448500
19/07/11,299.320007,299.579987,298.200012,299.309998,281.553223,50826100
19/07/12,299.850006,300.730011,299.51001,300.649994,282.81366,40326000
19/07/15,301.130005,301.130005,300.190002,300.75,282.907776,33900000
19/07/16,300.649994,300.880005,299.440002,299.779999,281.995209,36650100
19/07/17,299.75,299.929993,297.73999,297.73999,280.076324,36036300
19/07/18,297.190002,299.25,296.700012,298.829987,281.101685,51392600
19/07/19,300.040009,300.070007,296.980011,297.170013,279.540222,58678600
19/07/22,297.609985,298.5,297.040009,297.899994,280.226776,43638100
19/07/23,299.140015,300.029999,298.220001,300.029999,282.230408,44564500
19/07/24,299.190002,301.440002,299.089996,301.440002,283.556824,47213200
19/07/25,300.940002,301,299.109985,300,282.202209,55394100
19/07/26,300.76001,302.230011,300.619995,302.01001,284.092987,45084100
19/07/29,301.880005,302.01001,300.850006,301.459991,283.575562,38126500
19/07/30,299.910004,301.170013,299.48999,300.720001,282.879547,45849000
19/07/31,300.98999,301.200012,295.200012,297.429993,279.784698,104245200
19/08/01,297.600006,300.869995,293.959991,294.839996,277.348358,142646600
19/08/02,293.850006,294.119995,290.899994,292.619995,275.26004,116749700
19/08/05,288.089996,288.209991,281.720001,283.820007,266.982117,178745400
19/08/06,285.910004,288.040009,284.279999,287.799988,270.725922,120711700
19/08/07,284.399994,288.820007,282.040009,287.970001,270.885925,140572300
19/08/08,289.619995,293.619995,289.01001,293.619995,276.200714,87713900
19/08/09,292.579987,293.23999,289.649994,291.619995,274.319366,93730000
19/08/12,289.959991,291.609985,287.019989,288.070007,270.97998,65527600
19/08/13,287.73999,294.149994,287.359985,292.549988,275.194244,94299800
19/08/14,288.070007,288.73999,283.76001,283.899994,267.057373,135622100
19/08/15,284.880005,285.640015,282.390015,284.649994,267.762909,99556600
19/08/16,286.480011,289.329987,284.709991,288.850006,271.713745,83018300
19/08/19,292.190002,293.079987,291.440002,292.329987,274.987213,53571800
19/08/20,291.769989,292.359985,289.950012,290.089996,272.880127,51596400
19/08/21,292.480011,292.859985,291.720001,292.450012,275.100159,49524700
19/08/22,293.230011,293.929993,290.399994,292.359985,275.015442,51666400
19/08/23,290.920013,292.76001,283.470001,284.850006,267.951019,149161500
19/08/26,287.269989,288,285.579987,288,270.914154,72423800
19/08/27,289.540009,289.950012,286.029999,286.869995,269.851166,66668900
19/08/28,286.140015,289.070007,285.25,288.890015,271.751404,59696700
19/08/29,291.720001,293.160004,290.609985,292.579987,275.222473,57899400
19/08/30,294.220001,294.23999,291.420013,292.450012,275.100159,62901200
19/09/03,290.570007,291.579987,289.269989,290.73999,273.491608,69101400
19/09/04,293.140015,294.059998,292.309998,294.040009,276.595856,46887300
19/09/05,296.790009,298.829987,294,297.820007,280.151581,83258100
19/09/06,298.170013,298.76001,297.420013,298.049988,280.367889,49584300
19/09/09,299.140015,299.23999,297.160004,298.200012,280.508972,51260300
19/09/10,297.359985,298.200012,295.970001,298.130005,280.443146,57947100
19/09/11,298.470001,300.339996,297.75,300.25,282.437408,68821100
19/09/12,301.25,302.459991,300.410004,301.290009,283.41571,72908700
19/09/13,301.779999,302.170013,300.679993,301.089996,283.227539,62104800
19/09/16,299.839996,301.140015,299.450012,300.160004,282.352753,58191200
19/09/17,299.940002,301.019989,299.75,300.920013,283.067688,41475500
19/09/18,300.48999,301.220001,298.23999,301.100006,283.237,73375800
19/09/19,301.529999,302.630005,300.709991,301.079987,283.21814,76560500
19/09/20,300.359985,300.670013,297.410004,298.279999,281.880005,89565000
19/09/23,297.549988,299,297.269989,298.209991,281.813873,43476800
19/09/24,299.410004,299.839996,294.809998,295.869995,279.602509,94869400
19/09/25,295.959991,298.109985,294.329987,297.619995,281.256348,71854000
19/09/26,297.630005,297.859985,295.450012,297,280.67041,56179700
19/09/27,297.829987,297.950012,293.690002,295.399994,279.158386,84746600
19/09/30,295.970001,297.549988,295.920013,296.769989,280.453003,51662400
19/10/01,297.73999,298.459991,293,293.23999,277.117126,88242400
19/10/02,291.5,291.51001,286.640015,288.059998,272.221954,122539500
19/10/03,287.809998,290.450012,284.820007,290.420013,274.452148,85278800
19/10/04,291.140015,294.630005,291.079987,294.350006,278.166077,65091200
19/10/07,293.470001,295.26001,292.769989,293.079987,276.965912,59610500
19/10/08,291.040009,291.850006,288.48999,288.529999,272.666046,95708100
19/10/09,290.75,292.299988,290.059998,291.269989,275.255432,62359400
19/10/10,291.179993,294.209991,291,293.23999,277.117126,55296300
19/10/11,296.269989,298.73999,296.140015,296.279999,279.98996,98720400
19/10/14,295.929993,296.670013,295.570007,295.950012,279.678131,40394800
19/10/15,297.100006,299.700012,296.970001,298.880005,282.447083,46754500
19/10/16,298.369995,299.160004,297.920013,298.399994,281.993408,48928200
19/10/17,299.679993,300.23999,298.519989,299.279999,282.825043,45736600
19/10/18,298.690002,299.399994,297.029999,297.970001,281.587036,64304000
19/10/21,299.420013,300.209991,298.940002,299.98999,283.495972,39048600
19/10/22,300.579987,300.899994,298.910004,299.01001,282.569916,48594700
19/10/23,298.730011,299.940002,298.5,299.880005,283.392059,34352200
19/10/24,300.910004,301.070007,299.459991,300.369995,283.855072,35453100
19/10/25,299.73999,302.200012,299.679993,301.600006,285.017517,45205400
19/10/28,302.940002,303.850006,302.910004,303.299988,286.623962,42147000
19/10/29,303,304.230011,302.859985,303.209991,286.53894,44284900
19/10/30,303.429993,304.549988,301.98999,304.140015,287.417877,49643900
19/10/31,304.130005,304.130005,301.730011,303.329987,286.652374,69053800
19/11/01,304.920013,306.190002,304.73999,306.140015,289.307892,71141500
19/11/04,307.850006,308,306.959991,307.369995,290.470184,60606900
19/11/05,307.589996,307.920013,306.709991,307.029999,290.148895,42933200
19/11/06,307.029999,307.399994,306.059998,307.100006,290.215088,46487100
19/11/07,308.570007,309.649994,307.660004,308.179993,291.235687,54272300
19/11/08,307.799988,309,307.029999,308.940002,291.953827,49032100
19/11/11,307.420013,308.540009,307.269989,308.350006,291.396271,35797300
19/11/12,308.75,309.98999,308.149994,309,292.010559,46484600
19/11/13,307.910004,309.540009,307.660004,309.100006,292.105103,53917700
19/11/14,308.790009,309.640015,308.089996,309.549988,292.530334,51219900
19/11/15,311.019989,311.839996,310.26001,311.790009,294.647217,62023600
19/11/18,311.529999,312.279999,311.029999,312.019989,294.864532,49228000
19/11/19,312.679993,312.690002,311.220001,311.929993,294.77951,67804700
19/11/20,311.279999,311.850006,309.059998,310.769989,293.683289,79406200
19/11/21,310.890015,311.01001,309.390015,310.269989,293.210785,54664700
19/11/22,311.089996,311.23999,309.850006,310.959991,293.862823,44850200
19/11/25,311.980011,313.369995,311.980011,313.369995,296.14035,48647200
19/11/26,313.410004,314.279999,313.059998,314.079987,296.81131,37569000
19/11/27,314.609985,315.480011,314.369995,315.480011,298.134369,44444600
19/11/29,314.859985,315.130005,314.059998,314.309998,297.028687,36592700
19/12/02,314.589996,314.660004,311.170013,311.640015,294.505493,75767800
19/12/03,308.649994,309.640015,307.130005,309.549988,292.530334,73941700
19/12/04,310.700012,312.119995,310.320007,311.459991,294.335388,49080000
19/12/05,312.230011,312.25,310.579987,312.019989,294.864532,40709000
19/12/06,314.119995,315.309998,314.109985,314.869995,297.557831,48927000
19/12/09,314.440002,315.179993,313.799988,313.880005,296.622345,34838500
19/12/10,313.820007,314.549988,312.809998,313.529999,296.291473,52649800
19/12/11,314.029999,314.700012,313.440002,314.420013,297.132568,53429100
19/12/12,314.429993,317.98999,314.170013,317.130005,299.693634,96389600
19/12/13,316.869995,318.670013,316.019989,317.320007,299.873138,81503900
19/12/16,319.220001,320.149994,317.25,319.5,301.933319,82749700
19/12/17,319.920013,320.25,319.480011,319.570007,301.999451,61097700
19/12/18,320,320.25,319.529999,319.589996,302.018341,48133000
19/12/19,319.799988,320.980011,319.519989,320.899994,303.256287,85310500
19/12/20,320.459991,321.970001,319.390015,320.730011,304.585846,147142100
19/12/23,321.589996,321.649994,321.059998,321.220001,305.051147,52990000
19/12/24,321.470001,321.519989,320.899994,321.230011,305.060608,20270000
19/12/26,321.649994,322.950012,321.640015,322.940002,306.684601,30911200
19/12/27,323.73999,323.799988,322.279999,322.859985,306.608612,42528800
19/12/30,322.950012,323.100006,320.549988,321.079987,304.918213,49729100
19/12/31,320.529999,322.130005,320.149994,321.859985,305.658966,57077300
20/01/02,323.540009,324.890015,322.529999,324.869995,308.517456,59151200
20/01/03,321.160004,323.640015,321.100006,322.410004,306.181305,77709700
20/01/06,320.48999,323.730011,320.359985,323.640015,307.349335,55653900
20/01/07,323.019989,323.540009,322.23999,322.730011,306.485168,40496400
